"Country or Area"|"Year"|"Commodity"|"Flow"|"Trade (USD)"|"Weight (kg)"|"Quantity Name"|"Quantity"
"Uruguay"|"2016"|"Coffee, not roasted, not decaffeinated"|"Import"|"2421743"|"1000461"|"Weight in kilograms"|"1000461"
"Uruguay"|"2016"|"Coffee, not roasted, decaffeinated"|"Import"|"30114"|"4772"|"Weight in kilograms"|"4772"
"Uruguay"|"2016"|"Coffee, roasted, not decaffeinated"|"Import"|"1983135"|"217332"|"Weight in kilograms"|"217332"
"Uruguay"|"2016"|"Coffee, roasted, not decaffeinated"|"Export"|"178"|"5"|"Weight in kilograms"|"5"
"Uruguay"|"2016"|"Coffee, roasted, decaffeinated"|"Import"|"152635"|"15862"|"Weight in kilograms"|"15862"
"Uruguay"|"2016"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"109203"|"7108"|"Weight in kilograms"|"7108"
"Uruguay"|"2016"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"11478"|"1467"|"Weight in kilograms"|"1467"
"Uruguay"|"2016"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"79756"|"16263"|"Weight in kilograms"|"16263"
"Uruguay"|"2016"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"865882"|"64468"|"Weight in kilograms"|"64468"
"Uruguay"|"2016"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"1830"|"310"|"Weight in kilograms"|"310"
"Uruguay"|"2016"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"924650"|"370190"|"Weight in kilograms"|"370190"
"Uruguay"|"2016"|"Mate"|"Import"|"71511694"|"30903172"|"Weight in kilograms"|"30903172"
"Uruguay"|"2016"|"Mate"|"Export"|"630493"|"136373"|"Weight in kilograms"|"136373"
"Uruguay"|"2016"|"Pepper of the genus Piper, whole"|"Import"|"1385017"|"124483"|"Weight in kilograms"|"124483"
"Uruguay"|"2016"|"Pepper of the genus Piper, crushed or ground"|"Import"|"448568"|"21603"|"Weight in kilograms"|"21603"
"Uruguay"|"2016"|"Pepper of the genus Piper, crushed or ground"|"Export"|"2173"|"48"|"Weight in kilograms"|"48"
"Uruguay"|"2016"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"755746"|"290227"|"Weight in kilograms"|"290227"
"Uruguay"|"2016"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"11108"|"4152"|"Weight in kilograms"|"4152"
"Uruguay"|"2016"|"Vanilla beans"|"Import"|"20811"|"63"|"Weight in kilograms"|"63"
"Uruguay"|"2016"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"57741"|"28043"|"Weight in kilograms"|"28043"
"Uruguay"|"2016"|"Cinnamon and cinnamon-tree flowers whole"|"Export"|"12794"|"5000"|"Weight in kilograms"|"5000"
"Uruguay"|"2016"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"2322"|"114"|"Weight in kilograms"|"114"
"Uruguay"|"2016"|"Cloves (whole fruit, cloves and stems)"|"Import"|"61232"|"7500"|"Weight in kilograms"|"7500"
"Uruguay"|"2016"|"Nutmeg"|"Import"|"171382"|"25044"|"Weight in kilograms"|"25044"
"Uruguay"|"2016"|"Cardamoms"|"Import"|"7945"|"625"|"Weight in kilograms"|"625"
"Uruguay"|"2016"|"Anise or badian seeds"|"Import"|"54442"|"17120"|"Weight in kilograms"|"17120"
"Uruguay"|"2016"|"Anise or badian seeds"|"Export"|"311"|"58"|"Weight in kilograms"|"58"
"Uruguay"|"2016"|"Coriander seeds"|"Import"|"50339"|"69141"|"Weight in kilograms"|"69141"
"Uruguay"|"2016"|"Cumin seeds"|"Import"|"25800"|"6013"|"Weight in kilograms"|"6013"
"Uruguay"|"2016"|"Ginger"|"Import"|"230578"|"186001"|"Weight in kilograms"|"186001"
"Uruguay"|"2016"|"Ginger"|"Export"|"14415"|"4423"|"Weight in kilograms"|"4423"
"Uruguay"|"2016"|"Saffron"|"Import"|"70851"|"24"|"Weight in kilograms"|"24"
"Uruguay"|"2016"|"Turmeric (curcuma)"|"Import"|"33557"|"12577"|"Weight in kilograms"|"12577"
"Uruguay"|"2016"|"Mixtures of spices"|"Import"|"52778"|"4563"|"Weight in kilograms"|"4563"
"Uruguay"|"2016"|"Mixtures of spices"|"Export"|"5389"|"774"|"Weight in kilograms"|"774"
"Uruguay"|"2016"|"Spices nes"|"Import"|"63952"|"12935"|"Weight in kilograms"|"12935"
"Uruguay"|"2016"|"Spices nes"|"Export"|"1138"|"129"|"Weight in kilograms"|"129"
"Uruguay"|"2015"|"Coffee, not roasted, not decaffeinated"|"Import"|"2561649"|"1030865"|"Weight in kilograms"|"1030865"
"Uruguay"|"2015"|"Coffee, not roasted, decaffeinated"|"Import"|"46324"|"6482"|"Weight in kilograms"|"6482"
"Uruguay"|"2015"|"Coffee, roasted, not decaffeinated"|"Import"|"2032822"|"203014"|"Weight in kilograms"|"203014"
"Uruguay"|"2015"|"Coffee, roasted, decaffeinated"|"Import"|"134409"|"14247"|"Weight in kilograms"|"14247"
"Uruguay"|"2015"|"Coffee substitutes containing coffee"|"Export"|"684"|"115"|"Weight in kilograms"|"115"
"Uruguay"|"2015"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"79596"|"5431"|"Weight in kilograms"|"5431"
"Uruguay"|"2015"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"38164"|"3660"|"Weight in kilograms"|"3660"
"Uruguay"|"2015"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"67227"|"18508"|"Weight in kilograms"|"18508"
"Uruguay"|"2015"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"1022918"|"70658"|"Weight in kilograms"|"70658"
"Uruguay"|"2015"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"93980"|"7810"|"Weight in kilograms"|"7810"
"Uruguay"|"2015"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"778730"|"300461"|"Weight in kilograms"|"300461"
"Uruguay"|"2015"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"7814"|"1000"|"Weight in kilograms"|"1000"
"Uruguay"|"2015"|"Mate"|"Import"|"89258531"|"31389859"|"Weight in kilograms"|"31389859"
"Uruguay"|"2015"|"Mate"|"Export"|"530082"|"107212"|"Weight in kilograms"|"107212"
"Uruguay"|"2015"|"Pepper of the genus Piper, whole"|"Import"|"1313292"|"108761"|"Weight in kilograms"|"108761"
"Uruguay"|"2015"|"Pepper of the genus Piper, crushed or ground"|"Import"|"614476"|"31971"|"Weight in kilograms"|"31971"
"Uruguay"|"2015"|"Pepper of the genus Piper, crushed or ground"|"Export"|"567"|"93"|"Weight in kilograms"|"93"
"Uruguay"|"2015"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"609775"|"218686"|"Weight in kilograms"|"218686"
"Uruguay"|"2015"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"108"|"17"|"Weight in kilograms"|"17"
"Uruguay"|"2015"|"Vanilla beans"|"Import"|"5481"|"41"|"Weight in kilograms"|"41"
"Uruguay"|"2015"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"79576"|"27676"|"Weight in kilograms"|"27676"
"Uruguay"|"2015"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"8672"|"4114"|"Weight in kilograms"|"4114"
"Uruguay"|"2015"|"Cloves (whole fruit, cloves and stems)"|"Import"|"48434"|"4358"|"Weight in kilograms"|"4358"
"Uruguay"|"2015"|"Nutmeg"|"Import"|"261499"|"31958"|"Weight in kilograms"|"31958"
"Uruguay"|"2015"|"Cardamoms"|"Import"|"5842"|"350"|"Weight in kilograms"|"350"
"Uruguay"|"2015"|"Anise or badian seeds"|"Import"|"83162"|"25691"|"Weight in kilograms"|"25691"
"Uruguay"|"2015"|"Coriander seeds"|"Import"|"77527"|"58365"|"Weight in kilograms"|"58365"
"Uruguay"|"2015"|"Cumin seeds"|"Import"|"20559"|"6045"|"Weight in kilograms"|"6045"
"Uruguay"|"2015"|"Ginger"|"Import"|"213475"|"79230"|"Weight in kilograms"|"79230"
"Uruguay"|"2015"|"Ginger"|"Export"|"2923"|"235"|"Weight in kilograms"|"235"
"Uruguay"|"2015"|"Saffron"|"Import"|"95274"|"117"|"Weight in kilograms"|"117"
"Uruguay"|"2015"|"Saffron"|"Export"|"55"|"9"|"Weight in kilograms"|"9"
"Uruguay"|"2015"|"Turmeric (curcuma)"|"Import"|"11530"|"4297"|"Weight in kilograms"|"4297"
"Uruguay"|"2015"|"Mixtures of spices"|"Import"|"42327"|"2955"|"Weight in kilograms"|"2955"
"Uruguay"|"2015"|"Mixtures of spices"|"Export"|"6840"|"895"|"Weight in kilograms"|"895"
"Uruguay"|"2015"|"Spices nes"|"Import"|"27236"|"8797"|"Weight in kilograms"|"8797"
"Uruguay"|"2015"|"Spices nes"|"Export"|"339"|"45"|"Weight in kilograms"|"45"
"Uruguay"|"2014"|"Coffee, not roasted, not decaffeinated"|"Import"|"2376227"|"1104888"|"Weight in kilograms"|"1104888"
"Uruguay"|"2014"|"Coffee, not roasted, decaffeinated"|"Import"|"34912"|"6039"|"Weight in kilograms"|"6039"
"Uruguay"|"2014"|"Coffee, roasted, not decaffeinated"|"Import"|"1745103"|"180216"|"Weight in kilograms"|"180216"
"Uruguay"|"2014"|"Coffee, roasted, not decaffeinated"|"Export"|"1511"|"245"|"Weight in kilograms"|"245"
"Uruguay"|"2014"|"Coffee, roasted, decaffeinated"|"Import"|"114659"|"13467"|"Weight in kilograms"|"13467"
"Uruguay"|"2014"|"Coffee, roasted, decaffeinated"|"Export"|"370"|"65"|"Weight in kilograms"|"65"
"Uruguay"|"2014"|"Coffee substitutes containing coffee"|"Import"|"3704"|"104"|"Weight in kilograms"|"104"
"Uruguay"|"2014"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"120577"|"9286"|"Weight in kilograms"|"9286"
"Uruguay"|"2014"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"20759"|"3145"|"Weight in kilograms"|"3145"
"Uruguay"|"2014"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"37630"|"6569"|"Weight in kilograms"|"6569"
"Uruguay"|"2014"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"1046032"|"65151"|"Weight in kilograms"|"65151"
"Uruguay"|"2014"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"102348"|"13473"|"Weight in kilograms"|"13473"
"Uruguay"|"2014"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"912197"|"344738"|"Weight in kilograms"|"344738"
"Uruguay"|"2014"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"14722"|"2013"|"Weight in kilograms"|"2013"
"Uruguay"|"2014"|"Mate"|"Import"|"101656735"|"31335995"|"Weight in kilograms"|"31335995"
"Uruguay"|"2014"|"Mate"|"Export"|"836418"|"165311"|"Weight in kilograms"|"165311"
"Uruguay"|"2014"|"Pepper of the genus Piper, whole"|"Import"|"738424"|"61412"|"Weight in kilograms"|"61412"
"Uruguay"|"2014"|"Pepper of the genus Piper, whole"|"Export"|"345"|"102"|"Weight in kilograms"|"102"
"Uruguay"|"2014"|"Pepper of the genus Piper, crushed or ground"|"Import"|"357070"|"28220"|"Weight in kilograms"|"28220"
"Uruguay"|"2014"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"652192"|"268839"|"Weight in kilograms"|"268839"
"Uruguay"|"2014"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"407"|"49"|"Weight in kilograms"|"49"
"Uruguay"|"2014"|"Vanilla beans"|"Import"|"12074"|"96"|"Weight in kilograms"|"96"
"Uruguay"|"2014"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"39490"|"18335"|"Weight in kilograms"|"18335"
"Uruguay"|"2014"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"2528"|"141"|"Weight in kilograms"|"141"
"Uruguay"|"2014"|"Cloves (whole fruit, cloves and stems)"|"Import"|"28076"|"2310"|"Weight in kilograms"|"2310"
"Uruguay"|"2014"|"Cloves (whole fruit, cloves and stems)"|"Export"|"112"|"15"|"Weight in kilograms"|"15"
"Uruguay"|"2014"|"Nutmeg"|"Import"|"232617"|"25709"|"Weight in kilograms"|"25709"
"Uruguay"|"2014"|"Cardamoms"|"Import"|"14297"|"1460"|"Weight in kilograms"|"1460"
"Uruguay"|"2014"|"Anise or badian seeds"|"Import"|"89711"|"33613"|"Weight in kilograms"|"33613"
"Uruguay"|"2014"|"Coriander seeds"|"Import"|"70720"|"71703"|"Weight in kilograms"|"71703"
"Uruguay"|"2014"|"Cumin seeds"|"Import"|"18416"|"5130"|"Weight in kilograms"|"5130"
"Uruguay"|"2014"|"Ginger"|"Import"|"171759"|"52953"|"Weight in kilograms"|"52953"
"Uruguay"|"2014"|"Ginger"|"Export"|"2917"|"307"|"Weight in kilograms"|"307"
"Uruguay"|"2014"|"Saffron"|"Import"|"62889"|"308"|"Weight in kilograms"|"308"
"Uruguay"|"2014"|"Turmeric (curcuma)"|"Import"|"14158"|"9950"|"Weight in kilograms"|"9950"
"Uruguay"|"2014"|"Mixtures of spices"|"Import"|"59627"|"6475"|"Weight in kilograms"|"6475"
"Uruguay"|"2014"|"Mixtures of spices"|"Export"|"4393"|"525"|"Weight in kilograms"|"525"
"Uruguay"|"2014"|"Spices nes"|"Import"|"56577"|"16754"|"Weight in kilograms"|"16754"
"Uruguay"|"2014"|"Spices nes"|"Export"|"570"|"101"|"Weight in kilograms"|"101"
"Uruguay"|"2013"|"Coffee, not roasted, not decaffeinated"|"Import"|"2944383"|"1082880"|"Weight in kilograms"|"1082880"
"Uruguay"|"2013"|"Coffee, not roasted, not decaffeinated"|"Export"|"520"|"104"|"Weight in kilograms"|"104"
"Uruguay"|"2013"|"Coffee, not roasted, decaffeinated"|"Import"|"11638"|"2400"|"Weight in kilograms"|"2400"
"Uruguay"|"2013"|"Coffee, roasted, not decaffeinated"|"Import"|"1843868"|"183958"|"Weight in kilograms"|"183958"
"Uruguay"|"2013"|"Coffee, roasted, not decaffeinated"|"Export"|"379"|"28"|"Weight in kilograms"|"28"
"Uruguay"|"2013"|"Coffee, roasted, decaffeinated"|"Import"|"117724"|"11033"|"Weight in kilograms"|"11033"
"Uruguay"|"2013"|"Coffee, roasted, decaffeinated"|"Export"|"662"|"206"|"Weight in kilograms"|"206"
"Uruguay"|"2013"|"Coffee substitutes containing coffee"|"Import"|"656"|"8"|"Weight in kilograms"|"8"
"Uruguay"|"2013"|"Coffee substitutes containing coffee"|"Export"|"1199"|"231"|"Weight in kilograms"|"231"
"Uruguay"|"2013"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"89300"|"11298"|"Weight in kilograms"|"11298"
"Uruguay"|"2013"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"8741"|"1165"|"Weight in kilograms"|"1165"
"Uruguay"|"2013"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"29452"|"5471"|"Weight in kilograms"|"5471"
"Uruguay"|"2013"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"859235"|"62729"|"Weight in kilograms"|"62729"
"Uruguay"|"2013"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"52947"|"7349"|"Weight in kilograms"|"7349"
"Uruguay"|"2013"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"860013"|"300732"|"Weight in kilograms"|"300732"
"Uruguay"|"2013"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"6141"|"859"|"Weight in kilograms"|"859"
"Uruguay"|"2013"|"Mate"|"Import"|"85399636"|"32709623"|"Weight in kilograms"|"32709623"
"Uruguay"|"2013"|"Mate"|"Export"|"538258"|"161259"|"Weight in kilograms"|"161259"
"Uruguay"|"2013"|"Pepper of the genus Piper, whole"|"Import"|"1200780"|"127253"|"Weight in kilograms"|"127253"
"Uruguay"|"2013"|"Pepper of the genus Piper, crushed or ground"|"Import"|"499942"|"41401"|"Weight in kilograms"|"41401"
"Uruguay"|"2013"|"Pepper of the genus Piper, crushed or ground"|"Export"|"1625"|"100"|"Weight in kilograms"|"100"
"Uruguay"|"2013"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"708737"|"247176"|"Weight in kilograms"|"247176"
"Uruguay"|"2013"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"398"|"47"|"Weight in kilograms"|"47"
"Uruguay"|"2013"|"Vanilla beans"|"Import"|"3726"|"41"|"Weight in kilograms"|"41"
"Uruguay"|"2013"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"27893"|"16783"|"Weight in kilograms"|"16783"
"Uruguay"|"2013"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"1256"|"81"|"Weight in kilograms"|"81"
"Uruguay"|"2013"|"Cloves (whole fruit, cloves and stems)"|"Import"|"96203"|"7654"|"Weight in kilograms"|"7654"
"Uruguay"|"2013"|"Cloves (whole fruit, cloves and stems)"|"Export"|"141"|"4"|"Weight in kilograms"|"4"
"Uruguay"|"2013"|"Nutmeg"|"Import"|"368063"|"31754"|"Weight in kilograms"|"31754"
"Uruguay"|"2013"|"Cardamoms"|"Import"|"4884"|"515"|"Weight in kilograms"|"515"
"Uruguay"|"2013"|"Anise or badian seeds"|"Import"|"107302"|"50640"|"Weight in kilograms"|"50640"
"Uruguay"|"2013"|"Coriander seeds"|"Import"|"46113"|"49626"|"Weight in kilograms"|"49626"
"Uruguay"|"2013"|"Cumin seeds"|"Import"|"49912"|"14242"|"Weight in kilograms"|"14242"
"Uruguay"|"2013"|"Ginger"|"Import"|"90479"|"45418"|"Weight in kilograms"|"45418"
"Uruguay"|"2013"|"Ginger"|"Export"|"1487"|"229"|"Weight in kilograms"|"229"
"Uruguay"|"2013"|"Saffron"|"Import"|"77502"|"238"|"Weight in kilograms"|"238"
"Uruguay"|"2013"|"Turmeric (curcuma)"|"Import"|"25457"|"9011"|"Weight in kilograms"|"9011"
"Uruguay"|"2013"|"Mixtures of spices"|"Import"|"51643"|"7191"|"Weight in kilograms"|"7191"
"Uruguay"|"2013"|"Mixtures of spices"|"Export"|"8973"|"1266"|"Weight in kilograms"|"1266"
"Uruguay"|"2013"|"Spices nes"|"Import"|"41161"|"8927"|"Weight in kilograms"|"8927"
"Uruguay"|"2013"|"Spices nes"|"Export"|"1723"|"346"|"Weight in kilograms"|"346"
"Uruguay"|"2012"|"Coffee, not roasted, not decaffeinated"|"Import"|"3344655"|"1011960"|"Weight in kilograms"|"1011960"
"Uruguay"|"2012"|"Coffee, not roasted, decaffeinated"|"Import"|"36454"|"6600"|"Weight in kilograms"|"6600"
"Uruguay"|"2012"|"Coffee, roasted, not decaffeinated"|"Import"|"1843685"|"190544"|"Weight in kilograms"|"190544"
"Uruguay"|"2012"|"Coffee, roasted, not decaffeinated"|"Export"|"466"|"48"|"Weight in kilograms"|"48"
"Uruguay"|"2012"|"Coffee, roasted, decaffeinated"|"Import"|"127485"|"10461"|"Weight in kilograms"|"10461"
"Uruguay"|"2012"|"Coffee substitutes containing coffee"|"Export"|"1701"|"42"|"Weight in kilograms"|"42"
"Uruguay"|"2012"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"92804"|"6411"|"Weight in kilograms"|"6411"
"Uruguay"|"2012"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"22524"|"3072"|"Weight in kilograms"|"3072"
"Uruguay"|"2012"|"Tea, green (unfermented) in packages < 3 kg"|"Re-Import"|"20"|"0"|"Weight in kilograms"|"0"
"Uruguay"|"2012"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"19420"|"5533"|"Weight in kilograms"|"5533"
"Uruguay"|"2012"|"Tea, green (unfermented) in packages > 3 kg"|"Export"|"24"|"9"|"Weight in kilograms"|"9"
"Uruguay"|"2012"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"790612"|"60895"|"Weight in kilograms"|"60895"
"Uruguay"|"2012"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"102689"|"12150"|"Weight in kilograms"|"12150"
"Uruguay"|"2012"|"Tea, black (fermented or partly) in packages < 3 kg"|"Re-Import"|"1105"|"37"|"Weight in kilograms"|"37"
"Uruguay"|"2012"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"735990"|"293130"|"Weight in kilograms"|"293130"
"Uruguay"|"2012"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"11696"|"1555"|"Weight in kilograms"|"1555"
"Uruguay"|"2012"|"Mate"|"Import"|"59365410"|"31144178"|"Weight in kilograms"|"31144178"
"Uruguay"|"2012"|"Mate"|"Export"|"579412"|"219294"|"Weight in kilograms"|"219294"
"Uruguay"|"2012"|"Pepper of the genus Piper, whole"|"Import"|"1095464"|"126716"|"Weight in kilograms"|"126716"
"Uruguay"|"2012"|"Pepper of the genus Piper, crushed or ground"|"Import"|"271748"|"20671"|"Weight in kilograms"|"20671"
"Uruguay"|"2012"|"Pepper of the genus Piper, crushed or ground"|"Export"|"67"|"2"|"Weight in kilograms"|"2"
"Uruguay"|"2012"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"798186"|"269695"|"Weight in kilograms"|"269695"
"Uruguay"|"2012"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"1064"|"230"|"Weight in kilograms"|"230"
"Uruguay"|"2012"|"Vanilla beans"|"Import"|"6415"|"72"|"Weight in kilograms"|"72"
"Uruguay"|"2012"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"71067"|"41900"|"Weight in kilograms"|"41900"
"Uruguay"|"2012"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"1409"|"86"|"Weight in kilograms"|"86"
"Uruguay"|"2012"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"11"|"1"|"Weight in kilograms"|"1"
"Uruguay"|"2012"|"Cloves (whole fruit, cloves and stems)"|"Import"|"65745"|"4187"|"Weight in kilograms"|"4187"
"Uruguay"|"2012"|"Nutmeg"|"Import"|"425416"|"31346"|"Weight in kilograms"|"31346"
"Uruguay"|"2012"|"Cardamoms"|"Import"|"6613"|"645"|"Weight in kilograms"|"645"
"Uruguay"|"2012"|"Anise or badian seeds"|"Import"|"91351"|"42919"|"Weight in kilograms"|"42919"
"Uruguay"|"2012"|"Coriander seeds"|"Import"|"78716"|"81660"|"Weight in kilograms"|"81660"
"Uruguay"|"2012"|"Cumin seeds"|"Import"|"25078"|"6286"|"Weight in kilograms"|"6286"
"Uruguay"|"2012"|"Ginger"|"Export"|"679"|"82"|"Weight in kilograms"|"82"
"Uruguay"|"2012"|"Ginger"|"Import"|"53369"|"38255"|"Weight in kilograms"|"38255"
"Uruguay"|"2012"|"Saffron"|"Import"|"89783"|"696"|"Weight in kilograms"|"696"
"Uruguay"|"2012"|"Saffron"|"Export"|"859"|"121"|"Weight in kilograms"|"121"
"Uruguay"|"2012"|"Turmeric (curcuma)"|"Import"|"6482"|"2050"|"Weight in kilograms"|"2050"
"Uruguay"|"2012"|"Mixtures of spices"|"Import"|"40226"|"5902"|"Weight in kilograms"|"5902"
"Uruguay"|"2012"|"Mixtures of spices"|"Export"|"8937"|"1075"|"Weight in kilograms"|"1075"
"Uruguay"|"2012"|"Spices nes"|"Import"|"64713"|"19167"|"Weight in kilograms"|"19167"
"Uruguay"|"2012"|"Spices nes"|"Export"|"1781"|"268"|"Weight in kilograms"|"268"
"Uruguay"|"2011"|"Coffee, not roasted, not decaffeinated"|"Import"|"3139547"|"956820"|"Weight in kilograms"|"956820"
"Uruguay"|"2011"|"Coffee, not roasted, not decaffeinated"|"Export"|"112"|"58"|"Weight in kilograms"|"58"
"Uruguay"|"2011"|"Coffee, not roasted, decaffeinated"|"Import"|"26407"|"4800"|"Weight in kilograms"|"4800"
"Uruguay"|"2011"|"Coffee, roasted, not decaffeinated"|"Import"|"1915189"|"238111"|"Weight in kilograms"|"238111"
"Uruguay"|"2011"|"Coffee, roasted, not decaffeinated"|"Export"|"1048"|"29"|"Weight in kilograms"|"29"
"Uruguay"|"2011"|"Coffee, roasted, decaffeinated"|"Import"|"102802"|"10950"|"Weight in kilograms"|"10950"
"Uruguay"|"2011"|"Coffee substitutes containing coffee"|"Export"|"468"|"16"|"Weight in kilograms"|"16"
"Uruguay"|"2011"|"Tea, green (unfermented) in packages < 3 kg"|"Import"|"35884"|"5918"|"Weight in kilograms"|"5918"
"Uruguay"|"2011"|"Tea, green (unfermented) in packages < 3 kg"|"Export"|"7834"|"1153"|"Weight in kilograms"|"1153"
"Uruguay"|"2011"|"Tea, green (unfermented) in packages > 3 kg"|"Import"|"20440"|"6117"|"Weight in kilograms"|"6117"
"Uruguay"|"2011"|"Tea, black (fermented or partly) in packages < 3 kg"|"Import"|"849903"|"94850"|"Weight in kilograms"|"94850"
"Uruguay"|"2011"|"Tea, black (fermented or partly) in packages < 3 kg"|"Export"|"85302"|"13130"|"Weight in kilograms"|"13130"
"Uruguay"|"2011"|"Tea, black (fermented or partly) in packages > 3 kg"|"Import"|"776885"|"296562"|"Weight in kilograms"|"296562"
"Uruguay"|"2011"|"Tea, black (fermented or partly) in packages > 3 kg"|"Export"|"9147"|"1335"|"Weight in kilograms"|"1335"
"Uruguay"|"2011"|"Mate"|"Import"|"56369660"|"31961913"|"Weight in kilograms"|"31961913"
"Uruguay"|"2011"|"Mate"|"Export"|"539569"|"213743"|"Weight in kilograms"|"213743"
"Uruguay"|"2011"|"Pepper of the genus Piper, whole"|"Import"|"811028"|"95510"|"Weight in kilograms"|"95510"
"Uruguay"|"2011"|"Pepper of the genus Piper, crushed or ground"|"Import"|"341492"|"39186"|"Weight in kilograms"|"39186"
"Uruguay"|"2011"|"Pepper of the genus Piper, crushed or ground"|"Export"|"21"|"2"|"Weight in kilograms"|"2"
"Uruguay"|"2011"|"Capsicum or Pimenta, dried, crushed or ground"|"Import"|"673756"|"236806"|"Weight in kilograms"|"236806"
"Uruguay"|"2011"|"Capsicum or Pimenta, dried, crushed or ground"|"Export"|"631"|"71"|"Weight in kilograms"|"71"
"Uruguay"|"2011"|"Vanilla beans"|"Import"|"4795"|"63"|"Weight in kilograms"|"63"
"Uruguay"|"2011"|"Vanilla beans"|"Export"|"195"|"23"|"Weight in kilograms"|"23"
"Uruguay"|"2011"|"Cinnamon and cinnamon-tree flowers whole"|"Import"|"31775"|"17395"|"Weight in kilograms"|"17395"
"Uruguay"|"2011"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Import"|"6998"|"3944"|"Weight in kilograms"|"3944"
"Uruguay"|"2011"|"Cinnamon and cinnamon-tree flowers crushed or ground"|"Export"|"33"|"1"|"Weight in kilograms"|"1"
"Uruguay"|"2011"|"Nutmeg"|"Import"|"134519"|"12981"|"Weight in kilograms"|"12981"
"Uruguay"|"2011"|"Cardamoms"|"Import"|"2679"|"150"|"Weight in kilograms"|"150"
"Uruguay"|"2011"|"Anise or badian seeds"|"Import"|"51637"|"11748"|"Weight in kilograms"|"11748"
"Uruguay"|"2011"|"Coriander seeds"|"Import"|"88230"|"84512"|"Weight in kilograms"|"84512"
"Uruguay"|"2011"|"Cumin seeds"|"Import"|"21223"|"3322"|"Weight in kilograms"|"3322"
"Uruguay"|"2011"|"Fennel seeds, juniper berries"|"Import"|"41552"|"23970"|"Weight in kilograms"|"23970"
"Uruguay"|"2011"|"Ginger"|"Import"|"59417"|"38497"|"Weight in kilograms"|"38497"
"Uruguay"|"2011"|"Ginger"|"Export"|"648"|"335"|"Weight in kilograms"|"335"
"Uruguay"|"2011"|"Saffron"|"Import"|"62213"|"216"|"Weight in kilograms"|"216"
"Uruguay"|"2011"|"Turmeric (curcuma)"|"Import"|"42928"|"11860"|"Weight in kilograms"|"11860"
